ORF,Gene,Control Median,Control STD,Control Localization,Repeat 1 Median,Repeat 1 STD,Repeat 1 Localization,Repeat 2 Median,Repeat 2 STD,Repeat 2 Localization,DTT Median,DTT STD,DTT FoldChange,DTT Localization,H2O2 Median,H2O2 STD,H2O2 FoldChange,H2O2 Localization,Starvation Median,Starvation STD,Starvation FoldChange,Starvation Localization,Description
YNL192W,CHS1,19.68,6.342034202,below threshold,19.948782,6.27520507,cytosol,19.4253095,6.496495619,cytosol,28.51,9.06,1.44,cytosol,19.89,3.37,1.01,cytosol,25.18,5.37,1.27,cytosol,"Chitin synthase I, requires activation from zymogenic form in order to catalyze the transfer of N-acetylglucosamine (GlcNAc) to chitin; required for repairing the chitin septum during cytokinesis; transcription activated by mating factor"
YAL012W,CYS3,18.91,3.776467245,below threshold,19.950356,3.923025894,cytosol,17.884058,3.457826921,below threshold,16.7,5.53,0.88,cytosol,18.22,3.9,0.96,cytosol,22.64,6.57,1.19,cytosol,"Cystathionine gamma-lyase, catalyzes one of the two reactions involved in the transsulfuration pathway that yields cysteine from homocysteine with the intermediary formation of cystathionine"
YNL230C,ELA1,18.61,4.31968225,below threshold,19.954386,4.843817133,cytosol,17.282608,3.758599459,below threshold,15.4,3.69,0.82,cytosol,19.31,4.15,1.03,cytosol,24.05,9.37,1.29,cytosol,"Elongin A, F-box protein that forms a heterodimer with Elc1p and is required for ubiquitin-dependent degredation of the RNA Polymerase II subunit RPO21; subunit of the Elongin-Cullin-Socs (ECS) ligase complex"
YPL176C,TRE1,17.76,4.144392522,below threshold,19.9547565,4.31729033,cytosol,15.584616,3.755383978,below threshold,19.98,6.33,1.12,cytosol,16.22,3.9,0.91,cytosol,28.11,8.37,1.58,cytosol,Plasma membrane protein that binds to Bsd2p and regulates ubiquitylation and vacuolar degradation of the metal transporter Smf1p; function is redundant with that of Tre2p; has similarity to transferrin receptors
YDL045C,FAD1,17.84,4.310400283,below threshold,19.955666,3.656538697,cytosol,15.748201,4.028995206,below threshold,19.89,6.22,1.11,cytosol,18,3,1,cytosol,20.02,6.95,1.12,cytosol,"Flavin adenine dinucleotide (FAD) synthetase, performs the second step in synthesis of FAD from riboflavin"
YBR153W,RIB7,20.63,4.731470467,below threshold,19.9633655,4.998490854,cytosol,21.313844,4.173475842,cytosol,20.59,7.34,0.99,cytosol,19.52,4.1,0.94,cytosol,20.84,4.07,1.01,cytosol,Diaminohydroxyphoshoribosylaminopyrimidine deaminase; catalyzes the second step of the riboflavin biosynthesis pathway
YKR097W,PCK1,19.74,9.270351453,below threshold,19.973427,11.51238278,cytosol,19.51181,6.625311044,cytosol,28.15,33.59,1.42,cytosol,27.66,11.79,1.4,cytosol,37.84,15.09,1.91,cytosol,"Phosphoenolpyruvate carboxykinase, key enzyme in gluconeogenesis, catalyzes early reaction in carbohydrate biosynthesis, glucose represses transcription and accelerates mRNA degradation, regulated by Mcm1p and Cat8p, located in the cytosol"
YER064C,YER064C,19.79,4.889020274,nucleus,19.975022,5.47223517,nucleus,19.634483,4.390153009,nucleus,17.09,5.14,0.86,nucleus,19.11,3.82,0.96,nucleus,17.04,3.84,0.86,nucleus,Non-essential nuclear protein; null mutation has global effects on transcription
YHR150W,PEX28,18.66,4.55501012,below threshold,19.977011,4.476568548,cytosol,17.3502855,4.37352939,below threshold,17.55,6.1,0.94,cytosol,19.46,3.37,1.04,cytosol,17.53,3.39,0.93,cytosol,"Peroxisomal integral membrane peroxin, involved in the regulation of peroxisomal size, number and distribution; genetic interactions suggest that Pex28p and Pex29p act at steps upstream of those mediated by Pex30p, Pex31p, and Pex32p"
YHR175W,CTR2,19.95,4.187153051,below threshold,19.985076,4.383408915,cytosol,19.926428,3.874888148,cytosol,13.05,5.25,0.65,cytosol,15.45,3.57,0.77,cytosol,16.18,3.87,0.81,cytosol,"Putative low-affinity copper transporter of the vacuolar membrane; mutation confers resistance to toxic copper concentrations, while overexpression confers resistance to copper starvation"
YDL157C,YDL157C,21.61,7.140511434,mitochondria,19.992592,6.983771525,mitochondria,23.238229,6.954636281,mitochondria,23.33,7.31,1.07,mitochondria,27.82,4.95,1.28,mitochondria,17.34,7.85,0.8,mitochondria,"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
YMR181C,YMR181C,19.84,4.103616289,below threshold,19.9937565,4.772331909,cytosol,19.692623,3.885583264,cytosol,19.32,6.75,0.97,cytosol,17.41,3.84,0.87,cytosol,18.34,2.59,0.92,cytosol,Protein of unknown function; mRNA transcribed as part of a bicistronic transcript with a predicted transcriptional repressor RGM1/YMR182C; mRNA is destroyed by nonsense-mediated decay (NMD); YMR181C is not an essential gene
YIL097W,FYV10,22.04,4.440243823,nucleus,20.0078505,3.70206495,nucleus,24.0976315,4.041005415,nucleus,29.16,11.88,1.32,nucleus,20.11,3.2,0.91,nucleus,26.7,4.92,1.21,nucleus,"Protein of unknown function, required for survival upon exposure to K1 killer toxin; involved in proteasome-dependent catabolite inactivation of FBPase; contains CTLH domain; plays role in anti-apoptosis"
YHL042W,YHL042W,19.22,3.564464093,below threshold,20.01626,3.874447393,cytosol,18.442623,3.321494868,below threshold,18.16,6.2,0.94,cytosol,14.96,2.42,0.77,cytosol,17.41,2.87,0.9,cytosol,"Putative protein of unknown function; member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins"
YER173W,RAD24,18.54,4.401594113,nucleus,20.0235255,4.126528554,nucleus,17.079706,4.313965923,nucleus,20.03,5.71,1.08,nucleus,21.56,4.55,1.16,nucleus,16.99,3.16,0.91,nucleus,"Checkpoint protein, involved in the activation of the DNA damage and meiotic pachytene checkpoints; subunit of a clamp loader that loads Rad17p-Mec3p-Ddc1p onto DNA; homolog of human and S. pombe Rad17 protein"
YMR096W,SNZ1,18.75,5.778672721,below threshold,20.025455,6.571000635,cytosol,17.484127,4.790651352,below threshold,19.36,9.88,1.03,cytosol,18.44,8.37,0.98,cytosol,16,3.54,0.85,cytosol,"Protein involved in vitamin B6 biosynthesis; member of a stationary phase-induced gene family; coregulated with SNO1; interacts with Sno1p and with Yhr198p, perhaps as a multiprotein complex containing other Snz and Sno proteins"
YOR115C,TRS33,19.81,4.152218222,punctate,20.028368,4.848442054,punctate,19.609947,3.954755288,punctate,18.03,6.27,0.9,punctate,18.61,3.49,0.93,punctate,20.29,3.79,1.02,punctate,One of 10 subunits of the transport protein particle (TRAPP) complex of the cis-Golgi which mediates vesicle docking and fusion; involved in endoplasmic reticulum (ER) to Golgi membrane traffic
YMR291W,TDA1,19.39,4.246482879,below threshold,20.028544,3.999217417,cytosol,18.7881365,4.406298695,below threshold,19.07,7.52,0.98,cytosol,17.64,4.3,0.9,cytosol,14.15,2.38,0.72,cytosol,Putative kinase of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YMR291W is not an essential gene
YBL021C,HAP3,20.24,5.462845671,below threshold,20.030325,6.49384241,cytosol,20.459917,4.989754572,cytosol,16.21,6.42,0.8,cytosol,18.16,3.49,0.89,cytosol,15.97,3.49,0.78,cytosol,"Subunit of the heme-activated, glucose-repressed Hap2p/3p/4p/5p CCAAT-binding complex, a transcriptional activator and global regulator of respiratory gene expression; contains sequences contributing to both complex assembly and DNA binding"
YDR249C,YDR249C,18.48,4.142893683,below threshold,20.042945,3.839584138,cytosol,16.934943,4.03190242,below threshold,14.61,4.36,0.79,cytosol,16.33,3.16,0.88,cytosol,19.61,7.09,1.06,cytosol,Putative protein of unknown function
YOR390W,YOR390W,18.41,4.057422872,below threshold,20.0441965,4.128099916,cytosol,16.790211,3.354779493,below threshold,13.87,4.73,0.75,cytosol,16.09,3.13,0.87,cytosol,25.5,11.87,1.38,cytosol,Putative protein of unknown function
YFR046C,CNN1,18.74,3.649093345,punctate,20.04558,3.536367962,punctate,17.4597255,3.548972187,punctate,NA,NA,NA,punctate,16.14,3.09,0.86,punctate,25.73,5.18,1.37,punctate,"Kinetochore protein of unknown function; associated with the essential kinetochore proteins Nnf1p and Spc24p; phosphorylated by both Clb5-Cdk1 and, to a lesser extent, Clb2-Cdk1."
YNL040W,YNL040W,17.16,4.904968276,below threshold,20.065744,4.395005302,cytosol,14.26282,4.557192987,below threshold,15.97,5.6,0.93,cytosol,NA,NA,NA,cytosol,13.6,2.52,0.79,cytosol,Putative protein of unknown function with strong similarity to alanyl-tRNA synthases from Eubacteria; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YNL040W is not an essential gene
YCR069W,CPR4,19.86,6.199815764,below threshold,20.067961,6.174292542,cytosol,19.688313,6.188648542,cytosol,25.69,14.74,1.29,cytosol,18.1,3.14,0.91,cytosol,20.24,6.8,1.01,cytosol,"Peptidyl-prolyl cis-trans isomerase (cyclophilin), catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; has a potential role in the secretory pathway"
YLR404W,FLD1,20.06,5.321815582,punctate,20.071007,5.673870637,punctate,20.0545455,5.04994083,punctate,19.94,7.45,0.99,punctate,19.57,3.9,0.97,punctate,23.61,5.05,1.17,punctate,"Seipin protein involved in lipid droplet morphology, number, and size; proposed to be involved in lipid metabolism; related to the human BSCL2 which is associated with lipodystrophy"
YGL128C,CWC23,19.68,4.691092397,nucleus,20.0743645,4.439742479,nucleus,19.295238,4.857740779,nucleus,21.55,6.66,1.09,nucleus,22.48,3.83,1.14,nucleus,31.98,5.18,1.62,nucleus,"Component of a complex containing Cef1p, putatively involved in pre-mRNA splicing; has similarity to E. coli DnaJ and other DnaJ-like proteins and to S. pombe Cwf23p"
YDR490C,PKH1,18.49,5.052980994,below threshold,20.0800005,5.039531422,cytosol,16.912134,4.214396248,below threshold,22.58,8.86,1.22,cytosol,17.44,3.21,0.94,cytosol,22.32,8.88,1.2,cytosol,"Serine/threonine protein kinase involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ykr2p, components of signaling cascade required for maintenance of cell wall integrity; redundant with Pkh2p"
YOR344C,TYE7,18.3,5.330109106,below threshold,20.082191,5.115062823,cytosol,16.545018,4.946310105,below threshold,17.74,7.31,0.96,cytosol,17,2.97,0.92,cytosol,13.75,3.05,0.75,cytosol,Serine-rich protein that contains a basic-helix-loop-helix (bHLH) DNA binding motif; binds E-boxes of glycolytic genes and contributes to their activation; may function as a transcriptional activator in Ty1-mediated gene expression
YEL069C,HXT13,19.7,5.68004966,below threshold,20.085526,4.083944847,cytosol,19.328768,7.080057469,cytosol,14.81,5.15,0.75,cytosol,13.65,3.95,0.69,cytosol,15.04,3.55,0.76,cytosol,"Hexose transporter, induced in the presence of non-fermentable carbon sources, induced by low levels of glucose, repressed by high levels of glucose"
YBR026C,ETR1,18.18,4.546141605,mitochondria,20.086666,4.12078336,mitochondria,16.280575,4.479751617,mitochondria,18.84,6.82,1.03,mitochondria,19.67,4.19,1.08,mitochondria,39.04,27.23,2.14,mitochondria,"2-enoyl thioester reductase, member of the medium chain dehydrogenase/reductase family; localized to in mitochondria, where it has a probable role in fatty acid synthesis"
YDR520C,URC2,20.07,4.341538875,nucleus,20.088541,3.736331479,nucleus,NA,NA,technical problem,NA,NA,NA,nucleus,NA,NA,NA,technical problem,NA,NA,NA,nucleus,Putative Zn(II)2Cys6 motif containing transcription factor; non-essential gene identified in a screen for mutants with increased levels of rDNA transcription; similar to S. kluyveri Urc2p involved in uracil catabolism
YOR186W,YOR186W,19.92,4.412318433,below threshold,20.095256,4.620420428,cytosol,19.7514135,4.290026498,cytosol,17.86,6.18,0.89,cytosol,16.87,2.75,0.84,cytosol,17.65,3.2,0.88,cytosol,Putative protein of unknown function; proper regulation of expression during heat stress is sphingolipid-dependent
YGL229C,SAP4,18.96,4.583308686,below threshold,20.095892,4.537657033,cytosol,17.844828,4.314361811,below threshold,17.23,6.2,0.9,cytosol,18.79,4.59,0.99,cytosol,15.32,3.65,0.8,cytosol,"Protein required for function of the Sit4p protein phosphatase, member of a family of similar proteins that form complexes with Sit4p, including Sap155p, Sap185p, and Sap190p"
YMR078C,CTF18,20.45,4.742683102,nucleus,20.09836,5.336126385,nucleus,20.811594,4.386018399,nucleus,21.81,7.89,1.06,nucleus,22.79,3.99,1.11,nucleus,15.26,3.19,0.74,nucleus,Subunit of a complex with Ctf8p that shares some subunits with Replication Factor C and is required for sister chromatid cohesion; may have overlapping functions with Rad24p in the DNA damage replication checkpoint
YJL092W,SRS2,20.17,5.277271094,nucleus,20.101912,5.186334602,nucleus,20.240839,5.400699879,nucleus,14.09,6.81,0.69,nucleus,21.01,4.21,1.04,nucleus,16.39,3.75,0.81,nucleus,"DNA helicase and DNA-dependent ATPase involved in DNA repair, needed for proper timing of commitment to meiotic recombination and transition from Meiosis I to II; blocks trinucleotide repeat expansion; affects genome stability"
YER129W,SAK1,19.52,4.370531128,below threshold,20.102459,5.026106403,cytosol,18.949833,3.17030046,below threshold,16.99,4.05,0.87,cytosol,22.12,4.54,1.13,cytosol,17.97,8.3,0.92,cytosol,"Upstream serine/threonine kinase for the SNF1 complex; partially redundant with Elm1p and Tos3p; members of this family have functional orthology with LKB1, a mammalian kinase associated with Peutz-Jeghers cancer-susceptibility syndrome"
YPR084W,YPR084W,17.84,5.157504549,below threshold,20.10577,5.090780416,cytosol,15.588059,3.784154982,below threshold,17.87,7.66,1,cytosol,19.06,3.23,1.06,cytosol,18.64,4.61,1.04,cytosol,Putative protein of unknown function
YMR114C,YMR114C,18.5,4.262605048,below threshold,20.105834,4.256678581,cytosol,16.914425,3.845661309,below threshold,12.33,6.52,0.66,cytosol,16.18,3.59,0.87,cytosol,23.91,7.49,1.29,cytosol,"Protein of unknown function; may interact with ribosomes, based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and cytoplasm; YMR114C is not an essential gene"
YAL064C-A,TDA8,19.4,3.918704797,below threshold,20.1066655,4.330532094,cytosol,18.712773,3.38450321,below threshold,15.82,7.18,0.81,cytosol,16.5,3.37,0.85,cytosol,17.25,3.35,0.88,cytosol,Putative protein of unknown function; YAL064C-A is not an essential gene
YHR139C,SPS100,17.2,4.700419376,below threshold,20.108946,3.467211134,cytosol,14.315789,4.281082463,below threshold,17.51,5,1.01,cytosol,16.71,3.2,0.97,cytosol,17.53,2.55,1.01,cytosol,Protein required for spore wall maturation; expressed during sporulation; may be a component of the spore wall; expression also induced in cells treated with the mycotoxin patulin
YHR056C,RSC30,18.07,4.999062729,below threshold,20.120604,5.158291863,cytosol,16.026087,3.819103661,below threshold,18.71,5.99,1.03,cytosol,17.67,3.33,0.97,cytosol,15.93,3.98,0.88,cytosol,Component of the RSC chromatin remodeling complex; non-essential gene required for regulation of ribosomal protein genes and the cell wall/stress response; highly similar to Rsc3p; null mutants are osmosensitive
YAL020C,ATS1,18.14,4.677108875,below threshold,20.120968,4.073120898,cytosol,16.1875,4.378224564,below threshold,18.96,5.43,1.04,cytosol,19.92,3.88,1.09,cytosol,19.4,5.92,1.06,cytosol,"Protein required, with Elongator complex, Kti11p, and Kti12p, for modification of wobble nucleosides in tRNA; has a potential role in regulatory interactions between microtubules and the cell cycle"
YJL216C,YJL216C,18.92,4.077982292,below threshold,20.1309605,4.012985783,cytosol,17.719458,3.799265112,below threshold,16.43,6.25,0.86,cytosol,18.85,4.62,0.99,cytosol,13.88,2.76,0.73,cytosol,"Protein of unknown function, similar to alpha-D-glucosidases; transcriptionally activated by both Pdr8p and Yrm1p, along with transporters and other genes involved in the pleiotropic drug resistance (PDR) phenomenon"
YKL053W,YKL053W,18.29,3.693766676,below threshold,20.131336,3.783773087,cytosol,16.460715,3.002880214,below threshold,16.63,7.55,0.9,cytosol,15.66,2.83,0.85,cytosol,19.28,6.6,1.05,cytosol,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps verified ORF ASK1"
YBR205W,KTR3,19.9,6.022770052,vacuole,20.1321735,6.27918632,vacuole,19.683059,5.797516785,vacuole,17.55,6.43,0.88,vacuole,19.28,5.44,0.96,vacuole,18.27,4.88,0.91,vacuole,"Putative alpha-1,2-mannosyltransferase involved in O- and N-linked protein glycosylation; member of the KRE2/MNT1 mannosyltransferase family"
YML107C,PML39,18.5,4.324819184,below threshold,20.135136,4.120461601,cytosol,16.889184,4.097602144,below threshold,16.68,4.96,0.9,cytosol,17.59,3.7,0.95,cytosol,22.62,12.22,1.22,cytosol,Protein required for nuclear retention of unspliced pre-mRNAs along with Mlp1p and Pml1p; anchored to nuclear pore complex via Mlp1p and Mlp2p; found with the subset of nuclear pores farthest from the nucleolus; may interact with ribosomes
YCL049C,YCL049C,17.55,4.326635323,below threshold,20.135545,3.745574247,cytosol,14.980226,3.642856614,below threshold,18.35,5.87,1.04,cytosol,16.86,3.21,0.96,cytosol,23.74,4.65,1.35,vacuole,Protein of unknown function; localizes to membrane fraction; YCL049C is not an essential gene;
YDL211C,YDL211C,18.55,5.549212908,below threshold,20.137566,5.453034446,cytosol,16.995348,5.324814011,below threshold,23.37,8.04,1.25,ambiguous,19.35,3.57,1.04,ambiguous,24.13,5.53,1.29,ambiguous,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole
