Protein IDs,Protein name,Gene name,Uniprot,Peptides,Razor Peptides,Unique Peptides,Sequence Coverage [%],Mol. Weight [kDa],PEP,Intensity Exp1,Intensity Exp2,Intensity Exp3,,
YOL021C,Chromosome disjunction protein 3;Exosome complex exonuclease DIS3;Ribosomal RNA-processing protein 44,DIS3;O2197;RRP44;YOL021C,Q08162,9,9,8,12.9,113.7,7.8E-163,1.2E+07,3.3E+06,9.8E+05,,
YPL122C,General transcription and DNA repair factor IIH subunit TFB2;RNA polymerase II transcription factor B 52 kDa subunit;RNA polymerase II transcription factor B p52 subunit;RNA polymerase II transcription factor B subunit 2,TFB2;YPL122C,P87331;Q02939,4,3,3,9.6,58.5,7.1E-06,1.4E+06,2.8E+05,9.8E+05,,
YDL092W,Signal recognition particle 14 kDa protein homolog;Signal recognition particle subunit SRP14,D2404;SRP14;YDL092W,P38985,5,5,5,51.4,16.4,1.0E-209,1.5E+07,6.5E+06,9.8E+05,,
YPL070W,Protein MUK1,MUK1;YPL070W,Q02866,5,5,5,12.1,69.5,7.6E-76,0.0E+00,8.9E+06,9.8E+05,,
YDR365C,18S rRNA factor 1;Pre-rRNA-processing protein ESF1,ESF1;YDR365C,Q06344,10,10,10,21.2,72.4,1.8E-63,4.5E+07,1.6E+06,9.7E+05,,
YGL151W,Mediator complex subunit 5;Mediator of RNA polymerase II transcription subunit 5;Negative regulator of URS2 protein 1,G1876;MED5;NUT1;YGL151W,P53114,9,9,9,11.6,128.8,2.9E-41,2.2E+06,2.7E+06,9.7E+05,,
YPL127C,Histone H1,HHO1;LPI17C;YPL127C,P53551;Q6Q5R6,9,9,9,31.8,27.8,2.8E-128,4.3E+07,2.9E+06,9.7E+05,,
YHR096C,"Hexose transporter with moderate affinity for glucose, induced in the presence of non-fermentable carbon sources, induced by a decrease in growth rate, contains an extended N-terminal domain relative to other HXTs;Probable glucose transporter HXT5",HXT5;YHR096C,D3DL46;P38695,2,2,2,6.9,66.3,2.5E-30,0.0E+00,0.0E+00,9.7E+05,,
YPR062W,Cytosine aminohydrolase;Cytosine deaminase,FCY1;YP9499.17;YPR062W,Q12178,4,4,4,42.4,17.5,2.0E-109,4.0E+07,1.3E+07,9.7E+05,,
YLR439W,"54S ribosomal protein L4, mitochondrial;YmL4",L9753.1;MRPL4;YLR439W,P36517,4,4,4,12.9,37.0,6.9E-41,0.0E+00,1.3E+06,9.7E+05,,
YDL202W,"54S ribosomal protein L11, mitochondrial;YmL11",D1070;MRPL11;YDL202W,P36521;Q12313,3,3,3,14.9,28.5,1.8E-10,6.5E+06,0.0E+00,9.6E+05,,
YLR382C,"Leucine--tRNA ligase;Leucyl-tRNA synthetase, mitochondrial",L3502.6;MSL1;NAM2;YLR382C,P11325,4,4,4,4.7,101.9,3.6E-15,0.0E+00,5.2E+05,9.6E+05,,
YJL178C,Autophagy-related protein 27;Enhancer of VPS34 missorting protein 1,ATG27;ETF1;J0490;YJL178C,P46989;Q86ZR9,5,5,5,22.1,30.2,1.5E-69,9.5E+06,5.3E+06,9.5E+05,,
YBR139W,Putative serine carboxypeptidase YBR139W,YBR1015;YBR139W,P38109,6,6,6,16.7,57.6,9.9E-91,3.1E+07,1.1E+07,9.5E+05,,
YKL112W,ARS-binding factor 1;Bidirectionally acting factor;DNA replication enhancer-binding protein OBF1;SFB-B;Transcription factor BAF1,ABF1;BAF1;OBF1;YKL112W;YKL505,P14164,6,6,6,11.8,81.8,5.2E-25,2.3E+07,2.1E+06,9.4E+05,,
YFL008W,DA-box protein SMC1;Structural maintenance of chromosomes protein 1,CHL10;SMC1;YFL008W,P32908,13,13,13,12,141.3,5.5E-37,1.6E+07,1.1E+06,9.4E+05,,
YJR073C,Methylene-fatty-acyl-phospholipid synthase;Overproducer of inositol protein 3;Unsaturated phospholipid methyltransferase,J1824;OPI3;PEM2;YJR073C,P05375,1,1,1,9.7,23.2,8.8E-37,1.1E+07,5.0E+06,9.3E+05,,
YIL123W,Protein SIM1,PBP3;SIM1;YIL123W,A2TBN1;P40472;Q45U06;Q870H1,1,1,1,4.2,48.1,5.0E-04,0.0E+00,0.0E+00,9.2E+05,,
YGL246C,RAT1-interacting protein,NRE387;RAI1;YGL246C,P53063,5,5,5,19.9,44.5,8.0E-73,3.9E+06,7.8E+05,9.2E+05,,
YDR031W,Mitochondrial intermembrane space cysteine motif-containing protein MIC14;Mitochondrial intermembrane space cysteine motif-containing protein of 14 kDa,MIC14;YD9673.01;YDR031W,Q04341;Q07789,5,5,5,33.9,13.9,2.3E-89,2.8E+06,8.5E+05,9.2E+05,,
YER155C,Bem2p;Bud emergence protein 2;GTPase-activating protein BEM2/IPL2,BEM2;IPL2;SUP9;YER155C,D3DM62;P39960,21,21,21,14.4,245.4,5.2E-265,2.5E+07,1.1E+07,9.2E+05,,
YHR209W,Crg1p;Uncharacterized protein YHR209W;YHR209W,YHR209W,D3DLF8;P38892;Q6Q5R3,2,2,2,7.9,33.8,6.0E-07,0.0E+00,0.0E+00,9.2E+05,,
YNL246W,Vacuolar protein sorting-associated protein 75,N0890;VPS75;YNL246W,P53853,3,3,3,15.9,30.6,8.2E-44,3.6E+06,5.5E+05,9.2E+05,,
YJL186W,"Alpha-1,2-mannosyltransferase MNN5",J0409;MNN5;YJL186W,P46982,7,7,7,14.2,67.3,1.2E-71,5.7E+06,1.5E+06,9.1E+05,,
YOR387C,VEL1-related protein YOR387C,YOR387C,Q08910,1,1,1,4.9,22.1,1.4E-03,0.0E+00,0.0E+00,9.1E+05,,
YDR056C,Uncharacterized protein YDR056C,D4219;YDR056C,Q12025,5,5,5,30.2,22.8,7.0E-75,1.9E+07,7.5E+06,9.1E+05,,
YER061C,3-oxoacyl-[acyl-carrier-protein] synthase homolog;Beta-ketoacyl-ACP synthase homolog;Cem1p,CEM1;YER061C,D3DLW6;P39525,3,3,3,8.8,47.6,3.2E-29,0.0E+00,0.0E+00,9.1E+05,,
YDR376W,"Ferredoxin--NADP(+) reductase;Probable NADPH:adrenodoxin oxidoreductase, mitochondrial",ARH1;D9481.5;YDR376W,P32840;P48360,5,5,5,16.2,56.2,2.5E-10,5.5E+06,2.8E+05,9.1E+05,,
YDR117C,Translation machinery-associated protein 64,TMA64;YDR117C,Q04600,7,7,7,16.1,64.0,2.0E-37,6.9E+06,3.0E+06,9.1E+05,,
YER024W,"Carnitine acetyltransferase; has similarity to Yat1p, which is a carnitine acetyltransferase associated with the mitochondrial outer membrane;Carnitine O-acetyltransferase YAT2",YAT2;YER024W,D3DLS3;P40017,2,2,2,3.6,103.3,1.9E-06,0.0E+00,1.6E+06,9.1E+05,,
YMR295C,Uncharacterized protein YMR295C,YMR295C,Q03559,1,1,1,9.6,22.2,1.7E-04,2.6E+06,7.6E+05,9.1E+05,,
YCR024C,"Asparagine--tRNA ligase;Asparaginyl-tRNA synthetase, mitochondrial",SLM5;YCR024C;YCR242;YCR24C,P25345,3,3,3,6.3,56.8,7.3E-09,0.0E+00,0.0E+00,9.1E+05,,
YLR222C,U three protein 13;U3 small nucleolar RNA-associated protein 13,UTP13;YLR222C,Q05946,15,15,15,26.7,91.0,3.4E-214,1.1E+08,1.6E+07,9.0E+05,,
YDR530C,"5',5'''-P-1,P-4-tetraphosphate phosphorylase 2;Ap4A phosphorylase II;ATP adenylyltransferase;Diadenosine 5',5'''-P1,P4-tetraphosphate phosphorylase",APA2;D9719.33;YDR530C,P22108,8,8,8,34.2,36.8,2.3E-94,0.0E+00,1.5E+07,9.0E+05,,
YBR151W,Actin patches distal protein 1,APD1;YBR1201;YBR151W,P38281,7,7,7,27.8,35.8,8.9E-52,2.6E+07,1.3E+06,9.0E+05,,
YDR398W,t-UTP5;U three protein 5;U3 protein 5 required for transcription;U3 small nucleolar RNA-associated protein 5,D9509.17;UTP5;YDR398W,Q04177,4,4,4,9.2,72.0,9.1E-32,8.0E+06,1.7E+06,9.0E+05,,
YDL067C,Cytochrome c oxidase polypeptide VIIA;Cytochrome c oxidase subunit 7A,COX9;D2520;YDL067C,P07255,1,1,1,15.3,7.0,1.3E-03,1.8E+07,0.0E+00,9.0E+05,,
YDL051W,La autoantigen homolog;La protein homolog;La ribonucleoprotein,LAH1;LHP1;YDL051W;YLA1,P33399,6,6,6,28,32.1,1.6E-144,2.5E+07,3.9E+06,8.9E+05,,
YDL160C-A,Uncharacterized protein YDL160C-A,YDL160C-A,Q3E829,2,2,2,37.5,9.1,7.1E-10,0.0E+00,2.5E+05,8.9E+05,,
YPR113W,CDP-diacylglycerol--inositol 3-phosphatidyltransferase;Phosphatidylinositol synthase,P8283.5;PIS;PIS1;YPR113W,P06197,5,5,5,35,24.8,1.8E-57,1.8E+07,2.1E+07,8.9E+05,,
YDR457W,E3 ubiquitin-protein ligase TOM1;Suppressor of snRNA protein 2;Temperature-dependent organization in mitotic nucleus protein 1,D8035.1;SSR2;TOM1;YDR457W,Q03280;Q7LIK7,9,9,9,3.8,374.2,2.5E-38,1.9E+06,1.7E+06,8.9E+05,,
YPR034W,Actin-like protein ARP7;Actin-related protein 7;Chromatin structure-remodeling complex protein ARP7;SWI/SNF complex component ARP7,ARP7;SWP61;YP9367.14;YPR034W,Q12406,7,7,7,21.2,53.8,3.8E-76,8.2E+06,5.3E+06,8.9E+05,,
YBR208C,Allophanate hydrolase;Urea amidolyase;Urea carboxylase,"DUR1,2;YBR1448;YBR208C",P32528,35,35,35,26.3,201.8,1.2E-243,4.0E+06,7.4E+07,8.9E+05,,
YLR221C,Ribosome assembly protein 3,RSA3;YLR221C,Q05942,3,3,3,20,24.7,8.7E-24,6.4E+06,4.1E+06,8.9E+05,,
YDR330W,UBX domain-containing protein 5,UBX5;YDR330W,Q06682,3,3,3,9.4,56.7,3.6E-14,0.0E+00,1.9E+06,8.8E+05,,
YPL184C,Uncharacterized RNA-binding protein YPL184C,YPL184C,Q08925,4,4,4,10.8,68.7,2.2E-30,4.3E+06,2.9E+06,8.8E+05,,
YNL100W,Uncharacterized protein YNL100W,N2190;YNL100W,P50945;Q45U03,3,3,3,18.8,27.0,4.2E-08,1.9E+06,0.0E+00,8.7E+05,,
YML036W,Protein CGI121,CGI121;YML036W,A2TBM6;Q03705;Q6Q5A2,3,3,3,17.7,20.7,2.2E-39,3.2E+06,2.6E+06,8.7E+05,,
YDR527W,RNA polymerase II-associated protein of 50 kDa;RNA polymerase II-associated protein RBA50,RBA50;YDR527W,Q04418,3,3,3,7.1,50.1,3.0E-21,2.3E+06,0.0E+00,8.7E+05,,
YDR068W,Protein DOS2,D4267;DOS2;YD8554.01;YD9609.22;YDR068W,P54858,7,7,7,32.6,36.0,1.4E-38,3.7E+06,1.3E+06,8.7E+05,,
YJL140W,B32;DNA-directed RNA polymerase II 32 kDa polypeptide;DNA-directed RNA polymerase II subunit RPB4,J0654;RPB4;YJL140W,P20433,6,6,6,41.2,25.4,8.2E-126,2.9E+07,7.4E+06,8.7E+05,,
YHR159W,Putative uncharacterized protein;Uncharacterized protein YHR159W,YHR159W,D3DLA8;P38854,1,1,1,2,56.3,8.6E-04,0.0E+00,0.0E+00,8.7E+05,,
YGL092W,Nuclear pore protein NUP145;Nucleoporin NUP145;Nucleoporin NUP145C;Nucleoporin NUP145N,NUP145;RAT10;YGL092W,P49687,12,12,12,13.1,145.7,3.2E-80,1.8E+07,4.2E+06,8.7E+05,,
YGL001C,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",ERG26;YGL001C,P53199,11,11,11,50.1,38.7,3.3E-300,2.2E+07,7.5E+07,8.6E+05,,
YGR078C,Genes involved in microtubule biogenesis protein 2;Gim complex subunit 2;Prefoldin subunit 3,GIM2;PAC10;PFD3;YGR078C,P48363,4,4,4,34.7,23.1,5.6E-29,2.6E+06,6.8E+06,8.6E+05,,
YBL105C,Protein kinase C-like 1,HPO2;PKC1;STT1;YBL0807;YBL105C,P24583,3,3,3,3,131.5,2.4E-18,1.9E+06,9.8E+04,8.6E+05,,
YJL074C,DA-box protein SMC3;Structural maintenance of chromosomes protein 3,J1049;SMC3;YJL074C,P47037,11,11,11,9.9,141.3,1.2E-65,1.2E+07,1.4E+06,8.6E+05,,
YCR034W,Elongation of fatty acids protein 2;Protein GNS1;v-SNARE bypass mutant gene 2 protein,ELO2;FEN1;GNS1;VBM2;YCR034W;YCR34W;YCR521,P25358,1,1,1,2.9,40.0,2.8E-15,0.0E+00,0.0E+00,8.5E+05,,
YDR531W,Pantothenate kinase;Pantothenic acid kinase,YDR531W,Q04430,5,5,5,16.6,40.9,3.4E-86,1.1E+07,2.9E+06,8.5E+05,,
YJL002C,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1;Oligosaccharyl transferase 64 kDa subunit;Oligosaccharyl transferase subunit alpha;Oligosaccharyl transferase subunit OST1,J1404;NLT1;OST1;YJL002C,P41543,5,5,5,16,54.1,1.0E-107,8.0E+06,1.2E+07,8.5E+05,,
YOR124C,Deubiquitinating enzyme 2;Ubiquitin carboxyl-terminal hydrolase 2;Ubiquitin thioesterase 2;Ubiquitin-specific-processing protease 2,O3281;UBP2;YOR124C;YOR3281C,Q01476;Q99357,18,18,18,17.6,146.4,8.6E-161,2.3E+07,1.0E+07,8.5E+05,,
YPL067C,Uncharacterized protein YPL067C,YPL067C,Q02754;Q6Q586,3,3,3,20.7,22.8,3.0E-56,2.1E+06,2.0E+06,8.5E+05,,
YNR053C,Nucleolar GTP-binding protein 2,N3484;NOG2;YNR053C,P53742,10,10,10,24.5,55.5,3.9E-36,6.2E+07,3.2E+06,8.5E+05,,
YHL030W,Ecm29p;Extracellular mutant protein 29;Proteasome component ECM29,ECM29;YHL030W,D3DKT8;P38737,18,18,18,14.8,210.4,1.2E-224,7.1E+06,1.4E+07,8.4E+05,,
YOL126C,"Malate dehydrogenase, cytoplasmic",MDH2;YOL126C,P22133,7,7,7,30.2,40.7,3.3E-164,3.9E+07,8.8E+06,8.4E+05,,
YDR164C,Protein transport protein SEC1,SEC1;YD8358.18C;YDR164C,P30619,9,9,9,21.1,83.5,2.4E-110,6.0E+06,5.9E+06,8.4E+05,,
YBR268W,"54S ribosomal protein L37, mitochondrial;YmL37",MRPL37;YBR1736A;YBR268W,P36532,1,1,1,17.1,11.9,1.6E-72,1.2E+06,8.2E+05,8.4E+05,,
YCL011C,RAP1 localization factor 6;Single-strand telomeric DNA-binding protein GBP2,GBP2;RLF6;YCL011C;YCL11C,P25555,5,5,5,14.3,48.7,1.8E-29,1.4E+07,7.1E+06,8.4E+05,,
YAL034C,SWIRM domain-containing protein FUN19,FUN19;YAL034C,P28003,2,2,2,6.8,47.1,1.8E-11,0.0E+00,9.2E+05,8.3E+05,,
YJR068W,Activator 1 41 kDa subunit;Replication factor C subunit 2,J1808;RFC2;YJR068W,P40348,6,6,6,24.6,39.7,6.5E-113,7.8E+06,1.5E+06,8.3E+05,,
YGL016W,Pleiotropic drug resistance regulatory protein 6,KAP122;PDR6;YGL016W,P32767,8,8,8,11.6,123.5,4.3E-88,5.6E+06,1.8E+07,8.3E+05,,
YKL025C,PAB1P-dependent poly(A)-nuclease;PAB-dependent poly(A)-specific ribonuclease subunit PAN3,ECM35;PAN3;YKL025C,P36102,5,5,5,9.1,76.5,8.0E-31,4.3E+06,1.5E+06,8.3E+05,,
YKL088W,Uncharacterized protein YKL088W,YKL088W,P36076,4,4,4,8.9,65.2,2.3E-11,3.3E+06,8.4E+05,8.3E+05,,
YBL026W,Small nuclear ribonucleoprotein D homolog SNP3;U6 snRNA-associated Sm-like protein LSm2,LSM2;SMX5;SNP3;YBL026W;YBL0425,P38203,5,5,5,45.3,11.2,1.2E-68,7.4E+06,5.3E+06,8.3E+05,,
YMR149W,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit SWP1;Oligosaccharyl transferase subunit delta,SWP1;YM9375.19;YMR149W,Q02795,5,5,5,18.9,31.7,9.7E-93,2.9E+07,2.4E+07,8.2E+05,,
YPL234C,Proteolipid protein VMA11;Vacuolar proton pump c' subunit;V-ATPase 16 kDa proteolipid subunit 2;V-type proton ATPase subunit c',CLS9;P1064;TFP3;VMA11;YPL234C,P32365;P32842,1,1,1,11,17.0,1.3E-09,0.0E+00,8.2E+05,8.2E+05,,
YHL007C,Putative uncharacterized protein;Serine/threonine-protein kinase STE20,STE20;YHL007C,D3DKQ8;Q03497,10,10,10,14.4,102.4,2.8E-80,4.4E+06,1.8E+06,8.2E+05,,
YGR100W,GTPase-activating protein GYP2;MAC1-dependent regulator;Protein MIC1,G5717;GYP2;MDR1;MIC1;YGR100W,P53258,4,4,4,4.9,109.3,2.9E-11,1.2E+06,6.4E+05,8.2E+05,,
YKR054C,"Dynein heavy chain, cytoplasmic;Dynein heavy chain, cytosolic",DHC1;DYN1;YKR054C,P36022,4,4,4,1.2,471.3,7.5E-04,2.0E+06,0.0E+00,8.2E+05,,
YCR072C,WD repeat-containing protein YCR072C,YCR072C;YCR72C,P25382;Q8NKJ4,5,5,5,16.3,57.0,5.0E-99,1.6E+07,5.7E+06,8.2E+05,,
YGR008C,ATPase-stabilizing factor 15 kDa protein,G3858;STF2;YGR008C,P16965;P89099,7,7,7,73.8,9.6,2.4E-243,3.4E+07,1.1E+08,8.2E+05,,
YKL110C,Gamma-toxin target protein 4;Killer toxin insensitivity protein 12;Protein KTI12,KTI12;YKL110C;YKL446;YKL500,P34253;Q05155,6,6,6,23.6,35.3,3.3E-33,2.9E+06,8.3E+05,8.2E+05,,
YOR221C,"Malonyl CoA-acyl carrier protein transacylase, mitochondrial;Malonyl-CoA:ACP transferase",MCT1;YOR221C;YOR50-11,Q12283,3,3,3,14.4,40.7,1.2E-63,0.0E+00,4.9E+05,8.1E+05,,
YKR079C,Ribonuclease Z;tRNA 3 endonuclease;tRNase Z,TRZ1;YKR079C,P36159,5,5,5,8.5,96.8,1.2E-126,1.4E+06,6.7E+05,8.1E+05,,
YDR169C,Protein STB3;SIN3-binding protein 3,STB3;YD9489.04c;YDR169C,Q12427,3,3,3,6.2,56.3,3.7E-12,0.0E+00,0.0E+00,8.1E+05,,
YHR075C,Ppe1p;Protein phosphatase methylesterase 1;Yms2,PPE1;YHR075C,D3DL25;P38796,4,4,4,16.2,44.9,1.3E-115,0.0E+00,0.0E+00,8.1E+05,,
YBL080C,"Cytochrome oxidase assembly factor PET112;Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial",PET112;YBL0724;YBL080C,P33893,2,2,2,5.7,61.8,2.4E-21,0.0E+00,5.6E+06,8.1E+05,,
YER174C,Grx4p;Monothiol glutaredoxin-4,GRX4;SYGP-ORF64;YER174C,D3DM82;P32642,4,4,4,22.5,27.5,6.1E-239,1.7E+06,1.9E+06,8.0E+05,,
YNR051C,Brefeldin-A sensitivity protein 5;UBP3-associated protein BRE5,BRE5;N3465;YNR051C,P53741,11,11,11,29.3,57.7,3.5E-198,2.2E+07,2.7E+06,8.0E+05,,
YDR138W,Hyperrecombination protein 1;THO complex subunit HPR1,HPR1;YD9302.14;YDR138W,P17629;Q03918,3,3,3,6.4,87.8,3.5E-24,2.4E+06,0.0E+00,8.0E+05,,
YPR067W,Iron sulfur assembly protein 2,ISA2;YP9499.22;YPR067W,Q12425,1,1,1,5.4,20.9,7.1E-03,0.0E+00,0.0E+00,8.0E+05,,
YML067C,ER-derived vesicles protein ERV41,ERV41;YML067C,Q04651,5,5,5,21.3,40.7,9.8E-41,3.6E+06,7.9E+06,8.0E+05,,
YGL129C,"37S ribosomal protein S23, mitochondrial;DAP-3",G2856;RSM23;YGL129C,Q01163,10,10,10,17.6,55.6,2.8E-20,8.8E+06,9.5E+05,8.0E+05,,
YJL165C,Halotolerance protein 5;Serine/threonine-protein kinase HAL5,HAL5;J0531;YJL165C,P38970,5,5,5,6.1,95.5,9.4E-11,5.2E+05,0.0E+00,8.0E+05,,
YPL146C,Nucleolar protein 53;Ribosome biogenesis protein NOP53,LPI2C;NOP53;P2610;YPL146C,Q12080,6,6,6,16.9,52.6,3.3E-17,1.9E+07,0.0E+00,8.0E+05,,
YER083C,Get2p;Golgi to ER traffic protein 2;Hydroxyurea resistance protein 2;Required for meiotic nuclear division protein 7,GET2;HUR2;RMD7;YER083C,D3DLZ0;P40056,5,5,5,27.4,31.5,9.1E-72,2.0E+07,8.9E+06,7.9E+05,,
YPL183C,Uncharacterized WD repeat-containing protein YPL183C,YPL183C,Q08924,8,8,8,10.3,114.5,4.5E-44,1.9E+06,4.8E+06,7.9E+05,,
YKL139W,CTD kinase 58 kDa subunit;CTD kinase subunit 1;CTD kinase subunit alpha,CTK1;YKL139W,Q03957,1,1,1,2.5,60.5,6.4E-03,0.0E+00,0.0E+00,7.9E+05,,
YMR075W,Transcriptional regulatory protein RCO1,RCO1;YM9916.14;YMR075W,Q04779,4,4,4,7.6,78.8,4.0E-10,0.0E+00,1.5E+07,7.9E+05,,
YPR173C,DOA4-independent degradation protein 6;Protein END13;Vacuolar protein sorting-associated protein 4;Vacuolar protein-targeting protein 10,CSC1;DID6;END13;GRD13;P9705.10;VPL4;VPS4;VPT10;YPR173C,P52917,10,10,10,22.9,48.2,3.1E-43,1.3E+07,4.5E+06,7.9E+05,,
R0020C,Partitioning protein REP1;Protein Baker;Trans-acting factor B,R0020C;REP1,P03871;Q04137;Q07007,5,5,5,19.6,43.2,8.2E-47,3.8E+06,1.0E+07,7.8E+05,,
YNL040W,Alanyl-tRNA deacylase alaX;Putative alanyl-tRNA editing protein alaX,N2679;YNL040W,P53960,2,2,2,6.4,51.0,9.9E-30,0.0E+00,0.0E+00,7.8E+05,,
YNL011C,Uncharacterized protein YNL011C,N2862;YNL011C,P53980,3,3,3,6.3,49.9,6.3E-07,3.0E+07,0.0E+00,7.8E+05,,
YNL129W,Nicotinamide riboside kinase;Nicotinic acid riboside kinase;Ribosylnicotinamide kinase;Ribosylnicotinic acid kinase,N1219;N1870;NRK1;YNL129W,P53915,6,6,6,31.7,27.7,3.3E-60,5.1E+06,3.8E+06,7.8E+05,,
YNL168C,Uncharacterized mitochondrial hydrolase FMP41,FMP41;N1696;YNL168C,P53889,5,5,5,31.7,28.8,5.6E-35,3.7E+07,9.1E+06,7.8E+05,,
YFL021W,Transcriptional regulatory protein GAT1,GAT1;YFL021W,P43574,2,2,2,6.1,56.3,1.7E-05,0.0E+00,0.0E+00,7.8E+05,,
YPR156C,Polyamine transporter 3,P9584.7;TPO3;YPR156C,Q06451,2,1,1,5.1,68.1,1.3E-24,6.2E+06,0.0E+00,7.7E+05,,
YLR133W,Choline kinase,CKI;CKI1;L3130;L9606.8;YLR133W,P20485,8,8,8,18.2,66.3,6.6E-120,1.8E+07,3.6E+06,7.7E+05,,
YDR036C,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial;3-hydroxyisobutyryl-coenzyme A hydrolase",EHD3;MRP5;YD9673.08C;YDR036C,P28817;Q66RH2,4,4,4,8.8,56.3,1.7E-98,4.3E+06,4.9E+06,7.7E+05,,
YNL306W,"37S ribosomal protein S18, mitochondrial;YmS18",MRPS18;N0397;YNL306W,P42847,2,2,2,16.1,24.6,1.5E-37,6.7E+06,0.0E+00,7.7E+05,,
YIR012W,Ribosome assembly protein SQT1,SQT1;YIB12W;YIR012W,P35184,7,7,7,22.3,47.2,1.3E-117,2.9E+07,1.2E+07,7.7E+05,,
YDR122W,Serine/threonine protein kinase KIN1,KIN1;YD9727.17;YDR122W,P13185;Q04606,6,6,6,7.5,120.1,2.2E-30,4.2E+06,2.2E+06,7.7E+05,,
YLR182W,Cell-cycle box factor subunit SWI6;MBF subunit P90;Regulatory protein SWI6;Trans-acting activator of HO endonuclease gene,L9470.8;SWI6;YLR182W,P09959,5,5,5,8,90.6,1.2E-115,1.8E+06,7.7E+06,7.7E+05,,
YLR119W,ESCRT-I complex subunit VPS37;Protein SRN2;Vacuolar protein sorting-associated protein 37,L2958;L9233.5;SRN10;SRN2;VPS37;YLR119W,Q02806;Q99176,1,1,1,6.6,25.1,9.0E-08,1.0E+06,0.0E+00,7.7E+05,,
YBR037C,"Protein SCO1, mitochondrial",SCO1;YBR037C;YBR0406,P23833,5,5,5,22,33.2,9.2E-16,7.7E+05,2.1E+06,7.7E+05,,
YER127W,Essential protein involved in maturation of 18S rRNA; depletion leads to inhibited pre-rRNA processing and reduced polysome levels; localizes primarily to the nucleolus;U3 small nucleolar ribonucleoprotein protein LCP5,LCP5;SYGP-ORF43;YER127W,D3DM33;P40079,3,3,3,7.3,40.8,7.7E-13,5.5E+06,6.5E+05,7.6E+05,,
YJR062C,Protein N-terminal amidase,J1742;NTA1;YJR062C,P40354,3,3,3,7.7,51.9,1.4E-16,2.1E+06,0.0E+00,7.6E+05,,
YLR022C,Ribosome maturation protein SDO1,SDO1;YLR022C,Q07953,6,6,6,28.4,28.3,6.4E-18,2.1E+07,3.9E+06,7.6E+05,,
YGR017W,Uncharacterized protein YGR017W,YGR017W,P53210,2,2,2,8.8,34.7,4.4E-36,0.0E+00,2.7E+06,7.6E+05,,
YPL173W,"54S ribosomal protein L40, mitochondrial;YmL40",MRPL40;YPL173W,P36534;Q6B277,3,3,3,10.1,33.8,1.2E-05,0.0E+00,0.0E+00,7.6E+05,,
YML130C,Endoplasmic oxidoreductase protein 1;Endoplasmic oxidoreductin-1,ERO1;YM4987.05C;YML130C,Q03103,9,9,9,23.3,65.0,2.5E-118,2.4E+07,1.7E+07,7.5E+05,,
YAL023C,Dolichyl-phosphate-mannose--protein mannosyltransferase 2,FUN25;PMT2;YAL023C,P31382,10,10,9,23.8,86.9,1.3E-213,9.4E+07,2.0E+07,7.4E+05,,
YPL215W,"Protein CBP3, mitochondrial",CBP3;P1775;YPL215W,P21560,2,2,2,8.4,39.1,5.0E-56,0.0E+00,0.0E+00,7.4E+05,,
YKR013W,Pathogen related in Sc 2;Protein PRY2,PRY2;YK111;YKR013W,P36110,2,2,2,7.6,33.8,4.8E-14,0.0E+00,0.0E+00,7.4E+05,,
YPL049C,Down-regulator of invasive growth 1;Regulator of STE12 protein 1;Regulator of sterile twelve 1,DIG1;P7102.02;RST1;YPL049C,Q03063,4,4,4,16.8,49.4,9.2E-98,2.1E+06,0.0E+00,7.4E+05,,
YGR169C-A,Uncharacterized protein YGR169C-A,YGR169C-A,Q3E772,1,1,1,16.3,10.5,1.2E-90,3.3E+06,5.0E+06,7.4E+05,,
YEL003W,Genes involved in microtubule biogenesis protein 4;Gim complex subunit 4;Gim4p;Prefoldin subunit 2,GIM4;PFD2;YEL003W,A2TBP1;D3DLP4;P40005,4,4,4,32.4,13.0,1.0E-11,1.5E+07,3.6E+06,7.4E+05,,
YKL057C,Nuclear pore protein NUP120;Nucleoporin NUP120,NUP120;RAT2;YKL057C;YKL313;YKL314,P35729;P35730,4,4,4,5.6,120.5,2.8E-08,1.0E+06,1.6E+06,7.4E+05,,
YIL157C,Cytochrome oxidase assembly protein 1,COA1;FMP35;YIL157C,P40452,1,1,1,12.2,22.0,2.8E-43,0.0E+00,2.4E+06,7.3E+05,,
YDL150W,C53;DNA-directed RNA polymerase III 47 kDa polypeptide;DNA-directed RNA polymerase III subunit RPC4,D1557;RPC4;RPC53;YDL150W,P25441;Q12073,5,5,5,14,46.7,1.9E-48,1.5E+07,1.4E+06,7.3E+05,,
YLR328W;YGR010W,NAD(+) diphosphorylase 1;NAD(+) diphosphorylase 2;NAD(+) pyrophosphorylase 1;NAD(+) pyrophosphorylase 2;Nicotinamide-nucleotide adenylyltransferase 1;Nicotinamide-nucleotide adenylyltransferase 2;NMN adenylyltransferase 1;NMN adenylyltransferase 2,L8543.16;NMA1;NMA2;YGR010W;YLR328W,P53204;Q06178,4,4,4,10.2,45.9,1.6E-07,3.5E+06,6.5E+05,7.3E+05,,
